"text_code","class_name","teacher_name",category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,category_10,category_11,category_12,category_13,category_14,category_15,category_16,category_17,text_length,"language","create_time"
"107-1_450M4700","口腔發育生物學專論","張百恩",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,166,"CH","2020-05-12 23:39:13"
"107-1_450M5000","口腔微生物學","賈景山",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,"CH","2020-05-12 23:39:13"
"107-1_450M6000","結構生物學概論","樓國隆",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005,"CH","2020-05-12 23:39:13"
"107-1_450M6400","膜蛋白結構功能研究","樓國隆",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,"CH","2020-05-12 23:39:13"
"107-1_450M7200","口腔生醫材料學","李伯訓",0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,"CH","2020-05-12 23:39:13"
"107-1_451D0010","博士論文","何蘊芳",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,"CH","2020-05-12 23:39:13"
"107-1_451D0030","專題討論","林慧玲",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,"CH","2020-05-12 23:39:13"
"107-1_451M0010","碩士論文","何蘊芳",0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164,"CH","2020-05-12 23:39:13"
"107-1_451M0030","專題討論","林慧玲",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436,"CH","2020-05-12 23:39:13"
"107-1_451M0040","書報討論","沈麗娟",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,"CH","2020-05-12 23:39:13"
"107-1_451M0940","臨床藥學實習二","林慧玲",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444,"CH","2020-05-12 23:39:13"
"107-1_451M0950","臨床藥學實習三","林淑文",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444,"CH","2020-05-12 23:39:13"
"107-1_451M0970","臨床藥學實習五","沈麗娟",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439,"CH","2020-05-12 23:39:13"
"107-1_451U0210","藥學臨床技能導論","何蘊芳",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,"CH","2020-05-12 23:39:13"
"107-1_451U0300","臨床試驗中之藥動/藥效學","林君榮",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916,"CH","2020-05-12 23:39:13"
"107-1_451U0360","臨床藥品動態學","林淑文",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551,"CH","2020-05-12 23:39:13"
"107-1_451U0400","研究方法學導論","蕭斐元",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485,"CH","2020-05-12 23:39:13"
"107-1_451U0450","藥物治療學特論","陳燕惠",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,"CH","2020-05-12 23:39:13"
"107-1_451U0500","藥品臨床試驗","楊志新",0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,348,"CH","2020-05-12 23:39:13"
"107-1_451U0610","藥品資訊與分析","林慧玲",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491,"CH","2020-05-12 23:39:13"
"107-1_451U2010","藥物研發之法規科學","何蘊芳",0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,198,"CH","2020-05-12 23:39:13"
"107-1_452M0010","碩士論文","華筱玲",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"CH","2020-05-12 23:39:13"
"107-1_452M0040","法醫學專題討論一","孫家棟",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,"CH","2020-05-12 23:39:13"
"107-1_452M0070","法醫學","華筱玲",0.0,0.0,4.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,413,"CH","2020-05-12 23:39:13"
"107-1_452M0150","法醫病理學及實習一","孫家棟",0.0,0.0,1.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,525,"CH","2020-05-12 23:39:13"
"107-1_452M0160","法醫相驗/解剖及實習","孫家棟",0.0,0.0,8.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,692,"CH","2020-05-12 23:39:13"
"107-1_452M0170","法醫生物學","李俊億",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,186,"CH","2020-05-12 23:39:13"
"107-1_452M0230","臨床法醫學及實習","華筱玲",0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394,"CH","2020-05-12 23:39:13"
"107-1_452M0310","法醫作證學及實習","孫家棟",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,"CH","2020-05-12 23:39:13"
"107-1_452M0320","法醫血清學及實習","羅仕錡",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,"CH","2020-05-12 23:39:13"
"107-1_452M0330","法醫毒物學及實習","翁德怡",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108,"CH","2020-05-12 23:39:13"
"107-1_452M0361","臨床實習上","華筱玲",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,"CH","2020-05-12 23:39:13"
"107-1_452M0370","法醫精神學及實習","郭千哲",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,122,"CH","2020-05-12 23:39:13"
"107-1_452M0380","法醫牙科學及實習","吳木榮",0.0,0.0,26.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,167,"CH","2020-05-12 23:39:13"
"107-1_452M0390","法醫倫理學","陳珮珊",4.0,2.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209,"CH","2020-05-12 23:39:13"
"107-1_452M0400","法醫人類學","孫家棟",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,"CH","2020-05-12 23:39:13"
"107-1_452M0420","賠償醫學","翁德怡",4.0,2.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209,"CH","2020-05-12 23:39:13"
"107-1_452M0450","法醫學專題討論三","李俊億",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,"CH","2020-05-12 23:39:13"
"107-1_452M0460","法醫學專題討論五","陳珮珊",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,"CH","2020-05-12 23:39:13"
"107-1_452M0470","法醫學概論","華筱玲",0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,430,"CH","2020-05-12 23:39:13"
"107-1_453D0010","博士論文","楊志新",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,"CH","2020-05-12 23:39:13"
"107-1_453D0030","腫瘤新知專題討論Ⅲ","楊志新",0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,"CH","2020-05-12 23:39:13"
"107-1_453D0050","轉譯癌症醫學臨床見習Ⅰ","葉坤輝",0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,"CH","2020-05-12 23:39:13"
"107-1_453D0060","臨床腫瘤學","楊志新",0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693,"CH","2020-05-12 23:39:13"
"107-1_453D0070","放射腫瘤學","成佳憲",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1283,"CH","2020-05-12 23:39:13"
"107-1_453D0130","腫瘤新知專題討論 I","楊志新",0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,"CH","2020-05-12 23:39:13"
"107-1_453D0140","近代腫瘤生物學特論Ⅰ","歐大諒",0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536,"CH","2020-05-12 23:39:13"
"107-1_454M0020","腦與心智專題討論","姚皓傑",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456,"CH","2020-05-12 23:39:13"
"107-1_454M0030","臨床神經科學","曾明宗",0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,"CH","2020-05-12 23:39:13"
"107-1_454M0040","神經生物學","王培育",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,"CH","2020-05-12 23:39:13"
"107-1_454M0050","認知科學","吳恩賜",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,"CH","2020-05-12 23:39:13"
"107-1_454M0310_01","腦功能影像實驗設計與分析","吳恩賜",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810,"CH","2020-05-12 23:39:13"
"107-1_454M0320","體感覺神經科學","曾明宗",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,"CH","2020-05-12 23:39:13"
"107-1_454M0321","專題研究上","黃憲松",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456,"CH","2020-05-12 23:39:13"
"107-1_454M0331","進階專題研究上","吳恩賜",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456,"CH","2020-05-12 23:39:13"
"107-1_454M0340","老化分子生物學專題討論","王培育",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016,"CH","2020-05-12 23:39:13"
"107-1_454M0350","神經表觀遺傳學專題討論","黃憲松",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1364,"CH","2020-05-12 23:39:13"
"107-1_454M0380","當神經生理學遇見光遺傳學","姚皓傑",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1195,"CH","2020-05-12 23:39:13"
"107-1_455D0010","博士論文","陳佑宗",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"CH","2020-05-12 23:39:13"
"107-1_455D0050","基因體與蛋白體醫學書報討論Ⅲ","陳沛隆",0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,"CH","2020-05-12 23:39:13"
"107-1_455D0060","基因體與蛋白體醫學專題討論","陳信孚",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,"CH","2020-05-12 23:39:13"
"107-1_455D0110","基因體與蛋白體醫學書報討論I","陳沛隆",0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,"CH","2020-05-12 23:39:13"
"107-1_455D0130","癌症基因體與蛋白體醫學","潘思樺",0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,371,"CH","2020-05-12 23:39:13"
"107-1_455D0150","基因體與蛋白體專題研究實習Ⅰ","潘思樺",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,"CH","2020-05-12 23:39:13"
"107-1_455M0010","碩士論文","陳信孚",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"CH","2020-05-12 23:39:13"
"107-1_455M0020","碩士班書報討論I","張以承",0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,"CH","2020-05-12 23:39:13"
"107-1_455M0040","碩士班書報討論III","陳沛隆",0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567,"CH","2020-05-12 23:39:13"
"107-1_455M0060","碩士班專題研究實習I","潘思樺",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,"CH","2020-05-12 23:39:13"
"107-1_455M0090","次世代定序、生物資訊學與基因體醫學","陳沛隆",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361,"CH","2020-05-12 23:39:13"
"107-1_455U0010","基因體學","陳信孚",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,292,"CH","2020-05-12 23:39:13"
"107-1_455U0020","模式生物基因體學特論","陳佑宗",0.0,0.0,5.0,2.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,"CH","2020-05-12 23:39:13"
"107-1_456D0020","轉譯醫學","鄧述諄",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,"CH","2020-05-12 23:39:13"
"107-1_456D0030","轉譯醫學專題討論Ⅰ","鄧述諄",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,"CH","2020-05-12 23:39:13"
"107-1_456D0060","轉譯醫學專題討論 III","鄧述諄",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,"CH","2020-05-12 23:39:13"
"107-1_456D0110","分子醫學研究法","鄧述諄",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,"CH","2020-05-12 23:39:13"
"107-1_456D0120","生物計算學","鄧述諄",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,"CH","2020-05-12 23:39:13"
"107-1_456D0130","分子與細胞生物學技術與原理","鄧述諄",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,"CH","2020-05-12 23:39:13"
"107-1_456D0150","分子細胞生物學","鄧述諄",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,"CH","2020-05-12 23:39:13"
"107-1_456D0250","實驗室實習一","陳瑞華",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372,"CH","2020-05-12 23:39:13"
"107-1_456D0270","幹細胞生物學","鄧述諄",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533,"CH","2020-05-12 23:39:13"
"107-1_457M0010","碩士論文","朱宗信",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,"CH","2020-05-12 23:39:13"
"107-1_457M0040","論文寫作","陳彥元",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,"CH","2020-05-12 23:39:13"
"107-1_457M0060","醫學教育概論","朱宗信",0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,493,"CH","2020-05-12 23:39:13"
"107-1_457M0070","教育理論與教學方法","吳造中",0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,567,"CH","2020-05-12 23:39:13"
"107-1_457M0130","醫學教育專題討論","朱宗信",0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,235,"CH","2020-05-12 23:39:13"
"107-1_457M0150","實證生命倫理學","吳造中",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,"CH","2020-05-12 23:39:13"
"107-1_457M0160","課程設計與教學評量之實務應用","蔡詩力",0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,311,"CH","2020-05-12 23:39:13"
"107-1_457M0190","生命倫理學","蔡甫昌",0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,"CH","2020-05-12 23:39:13"
"107-1_457M0200","生命倫理與法律特論","吳建昌",0.0,0.0,8.0,3.0,10.0,4.0,0.0,1.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,410,"CH","2020-05-12 23:39:13"
"107-1_457M0240","學習科學研究","陳彥元",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186,"CH","2020-05-12 23:39:13"
"107-1_458M0020","醫療器材概論(I)","林世明",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,416,"CH","2020-05-12 23:39:13"
"107-1_458M0040","醫學影像概論 (I)","曾文毅",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363,"CH","2020-05-12 23:39:13"
"107-1_458M0080","醫療器材臨床應用專題研究(I)","蔡瑞章",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,"CH","2020-05-12 23:39:13"
"107-1_458M0100","醫療感測器材專題研究(I)","林世明",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56,"CH","2020-05-12 23:39:13"
"107-1_458M0120","結構性腦磁振造影專題研究(I)","曾文毅",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,"CH","2020-05-12 23:39:13"
"107-1_458M0140","先進生醫顯微影像術專題研究(I)","駱遠",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,"CH","2020-05-12 23:39:13"
"107-1_458M0160","基礎雷射醫學","蔡瑞章",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1503,"CH","2020-05-12 23:39:13"
"107-1_458M0190","生理磁振造影","曾文毅",0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,241,"CH","2020-05-12 23:39:13"
"107-1_458M0200","衍射光學與全像影像術","駱遠",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,861,"CH","2020-05-12 23:39:13"
"107-1_458M0230","光學內視鏡系統專題研究(I)","駱遠",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,"CH","2020-05-12 23:39:13"
"107-1_458M0240","轉譯與橋接醫學專題討論(I)","蔡瑞章",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,217,"CH","2020-05-12 23:39:13"
"107-1_458M0430","臨床影像專題研究","吳文超",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297,"CH","2020-05-12 23:39:13"
"107-1_458M0440","醫學影像處理","黃宣銘",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267,"CH","2020-05-12 23:39:13"
"107-1_458M0450","醫學影像處理專題研究 (I)","黃宣銘",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180,"CH","2020-05-12 23:39:13"
"107-1_458M0460","醫學影像重建與分析專題研究 (I)","黃宣銘",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,"CH","2020-05-12 23:39:13"
"107-1_458M0470","磁共振代謝影像原理與應用","吳文超",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,344,"CH","2020-05-12 23:39:13"
"107-1_459M0010","碩士論文","李財坤",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,"CH","2020-05-12 23:39:13"
"107-1_459M0020","生醫與農業科技導論","李財坤",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705,"CH","2020-05-12 23:39:13"
"107-1_459M0030","前瞻環境衛生論壇","李財坤",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511,"CH","2020-05-12 23:39:13"
"107-1_459M0040","創業培訓 I","李財坤",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402,"CH","2020-05-12 23:39:13"
"107-1_459M0050","生醫與農業科技專討 I","李財坤",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620,"CH","2020-05-12 23:39:13"
"107-1_459M0060","基礎毒理學","李財坤",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,876,"CH","2020-05-12 23:39:13"
"107-1_459M0070","生醫與農業科技之研發I","李財坤",0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517,"CH","2020-05-12 23:39:13"
"107-1_459M0080","創業培訓 II","李財坤",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386,"CH","2020-05-12 23:39:13"
"107-1_459M0090","醫療科技英文","李財坤",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513,"CH","2020-05-12 23:39:13"
"107-1_459M0100","科學論文英文撰寫技巧","李財坤",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496,"CH","2020-05-12 23:39:13"
"107-1_459M0110","實習課(日本)","李財坤",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640,"CH","2020-05-12 23:39:13"
"107-1_459M0120","關鍵路徑管理學研究","李財坤",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795,"CH","2020-05-12 23:39:13"
"107-1_459M0130","癌症生物學","李財坤",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582,"CH","2020-05-12 23:39:13"
"107-1_459M0140","腫瘤學","李財坤",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310,"CH","2020-05-12 23:39:13"
"107-1_459M0150","衛生保健政策和服務管理","李財坤",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528,"CH","2020-05-12 23:39:13"
