id,"text_code",term_id,frequency,"language","create_time"
9686,"107-1_60110820_01",29,1,"CH","2020-05-12 23:39:13"
9687,"107-1_60110820_01",53,4,"CH","2020-05-12 23:39:13"
9688,"107-1_60110820_01",124,4,"CH","2020-05-12 23:39:13"
9689,"107-1_60110820_01",399,1,"CH","2020-05-12 23:39:13"
9690,"107-1_60110820_01",649,3,"CH","2020-05-12 23:39:13"
9691,"107-1_60110820_01",803,1,"CH","2020-05-12 23:39:13"
9692,"107-1_60110820_01",932,1,"CH","2020-05-12 23:39:13"
9693,"107-1_60110820_01",1261,1,"CH","2020-05-12 23:39:13"
9694,"107-1_60110820_01",1268,1,"CH","2020-05-12 23:39:13"
9695,"107-1_60110820_02",107,1,"CH","2020-05-12 23:39:13"
9696,"107-1_60110820_02",649,1,"CH","2020-05-12 23:39:13"
9697,"107-1_60110820_02",1261,1,"CH","2020-05-12 23:39:13"
9698,"107-1_60110820_02",1267,1,"CH","2020-05-12 23:39:13"
9699,"107-1_60110820_03",547,1,"CH","2020-05-12 23:39:13"
9700,"107-1_60110820_03",649,1,"CH","2020-05-12 23:39:13"
9701,"107-1_60110820_03",1268,1,"CH","2020-05-12 23:39:13"
9702,"107-1_60110820_04",107,1,"CH","2020-05-12 23:39:13"
9703,"107-1_60110820_04",649,1,"CH","2020-05-12 23:39:13"
9704,"107-1_60110820_04",1267,1,"CH","2020-05-12 23:39:13"
9705,"107-1_60110820_05",53,4,"CH","2020-05-12 23:39:13"
9706,"107-1_60110820_05",68,1,"CH","2020-05-12 23:39:13"
9707,"107-1_60110820_05",103,1,"CH","2020-05-12 23:39:13"
9708,"107-1_60110820_05",107,4,"CH","2020-05-12 23:39:13"
9709,"107-1_60110820_05",124,4,"CH","2020-05-12 23:39:13"
9710,"107-1_60110820_05",547,1,"CH","2020-05-12 23:39:13"
9711,"107-1_60110820_05",567,1,"CH","2020-05-12 23:39:13"
9712,"107-1_60110820_05",588,1,"CH","2020-05-12 23:39:13"
9713,"107-1_60110820_05",719,1,"CH","2020-05-12 23:39:13"
9714,"107-1_60110820_05",946,1,"CH","2020-05-12 23:39:13"
9715,"107-1_60110820_05",952,1,"CH","2020-05-12 23:39:13"
9716,"107-1_60110820_05",1057,1,"CH","2020-05-12 23:39:13"
9717,"107-1_60110820_05",1233,1,"CH","2020-05-12 23:39:13"
9718,"107-1_60110820_05",1267,4,"CH","2020-05-12 23:39:13"
9719,"107-1_60110820_05",1268,1,"CH","2020-05-12 23:39:13"
9720,"107-1_60110820_05",1272,1,"CH","2020-05-12 23:39:13"
9721,"107-1_60110820_05",1319,1,"CH","2020-05-12 23:39:13"
9722,"107-1_60110820_06",53,2,"CH","2020-05-12 23:39:13"
9723,"107-1_60110820_06",107,2,"CH","2020-05-12 23:39:13"
9724,"107-1_60110820_06",124,2,"CH","2020-05-12 23:39:13"
9725,"107-1_60110820_06",922,1,"CH","2020-05-12 23:39:13"
9726,"107-1_60110820_06",1267,2,"CH","2020-05-12 23:39:13"
9727,"107-1_60110820_07",58,3,"CH","2020-05-12 23:39:13"
9728,"107-1_60110820_07",186,2,"CH","2020-05-12 23:39:13"
9729,"107-1_60110820_07",399,10,"CH","2020-05-12 23:39:13"
9730,"107-1_60110820_07",410,2,"CH","2020-05-12 23:39:13"
9731,"107-1_60110820_07",458,3,"CH","2020-05-12 23:39:13"
9732,"107-1_60110820_07",755,2,"CH","2020-05-12 23:39:13"
9733,"107-1_60110820_07",803,10,"CH","2020-05-12 23:39:13"
9734,"107-1_60110820_07",826,1,"CH","2020-05-12 23:39:13"
9735,"107-1_60110820_07",844,1,"CH","2020-05-12 23:39:13"
9736,"107-1_60110820_07",932,10,"CH","2020-05-12 23:39:13"
9737,"107-1_60110820_07",934,2,"CH","2020-05-12 23:39:13"
9738,"107-1_60110820_07",1130,1,"CH","2020-05-12 23:39:13"
9739,"107-1_60110820_07",1183,1,"CH","2020-05-12 23:39:13"
9740,"107-1_60110820_07",1201,3,"CH","2020-05-12 23:39:13"
9741,"107-1_60110820_07",1233,1,"CH","2020-05-12 23:39:13"
9742,"107-1_60110820_07",1251,20,"CH","2020-05-12 23:39:13"
9743,"107-1_60110910_01",53,1,"CH","2020-05-12 23:39:13"
9744,"107-1_60110910_01",107,3,"CH","2020-05-12 23:39:13"
9745,"107-1_60110910_01",124,1,"CH","2020-05-12 23:39:13"
9746,"107-1_60110910_01",126,8,"CH","2020-05-12 23:39:13"
9747,"107-1_60110910_01",649,2,"CH","2020-05-12 23:39:13"
9748,"107-1_60110910_01",1251,1,"CH","2020-05-12 23:39:13"
9749,"107-1_60110910_01",1261,2,"CH","2020-05-12 23:39:13"
9750,"107-1_60110910_01",1267,3,"CH","2020-05-12 23:39:13"
9751,"107-1_60110910_02",68,1,"CH","2020-05-12 23:39:13"
9752,"107-1_60110910_02",649,2,"CH","2020-05-12 23:39:13"
9753,"107-1_60110910_02",952,1,"CH","2020-05-12 23:39:13"
9754,"107-1_60110910_02",1192,1,"CH","2020-05-12 23:39:13"
9755,"107-1_60110910_02",1261,1,"CH","2020-05-12 23:39:13"
9756,"107-1_60110910_02",1268,1,"CH","2020-05-12 23:39:13"
9757,"107-1_60110910_03",47,1,"CH","2020-05-12 23:39:13"
9758,"107-1_60110910_03",1242,1,"CH","2020-05-12 23:39:13"
9759,"107-1_60110910_04",68,1,"CH","2020-05-12 23:39:13"
9760,"107-1_60110910_04",277,1,"CH","2020-05-12 23:39:13"
9761,"107-1_60110910_04",399,2,"CH","2020-05-12 23:39:13"
9762,"107-1_60110910_04",555,3,"CH","2020-05-12 23:39:13"
9763,"107-1_60110910_04",710,3,"CH","2020-05-12 23:39:13"
9764,"107-1_60110910_04",760,1,"CH","2020-05-12 23:39:13"
9765,"107-1_60110910_04",803,2,"CH","2020-05-12 23:39:13"
9766,"107-1_60110910_04",932,2,"CH","2020-05-12 23:39:13"
9767,"107-1_60110910_04",952,1,"CH","2020-05-12 23:39:13"
9768,"107-1_60110910_04",1268,1,"CH","2020-05-12 23:39:13"
9769,"107-1_60110910_04",1377,1,"CH","2020-05-12 23:39:13"
9770,"107-1_60110910_06",107,3,"CH","2020-05-12 23:39:13"
9771,"107-1_60110910_06",120,1,"CH","2020-05-12 23:39:13"
9772,"107-1_60110910_06",481,1,"CH","2020-05-12 23:39:13"
9773,"107-1_60110910_06",649,3,"CH","2020-05-12 23:39:13"
9774,"107-1_60110910_06",1267,3,"CH","2020-05-12 23:39:13"
9775,"107-1_60110920_01",29,1,"CH","2020-05-12 23:39:13"
9776,"107-1_60110920_01",53,4,"CH","2020-05-12 23:39:13"
9777,"107-1_60110920_01",124,4,"CH","2020-05-12 23:39:13"
9778,"107-1_60110920_01",399,1,"CH","2020-05-12 23:39:13"
9779,"107-1_60110920_01",649,3,"CH","2020-05-12 23:39:13"
9780,"107-1_60110920_01",803,1,"CH","2020-05-12 23:39:13"
9781,"107-1_60110920_01",932,1,"CH","2020-05-12 23:39:13"
9782,"107-1_60110920_01",1261,1,"CH","2020-05-12 23:39:13"
9783,"107-1_60110920_01",1268,1,"CH","2020-05-12 23:39:13"
9784,"107-1_60110920_02",107,1,"CH","2020-05-12 23:39:13"
9785,"107-1_60110920_02",649,1,"CH","2020-05-12 23:39:13"
9786,"107-1_60110920_02",1261,1,"CH","2020-05-12 23:39:13"
9787,"107-1_60110920_02",1267,1,"CH","2020-05-12 23:39:13"
9788,"107-1_60110920_03",547,1,"CH","2020-05-12 23:39:13"
9789,"107-1_60110920_03",649,1,"CH","2020-05-12 23:39:13"
9790,"107-1_60110920_03",1268,1,"CH","2020-05-12 23:39:13"
9791,"107-1_60110920_04",107,1,"CH","2020-05-12 23:39:13"
9792,"107-1_60110920_04",649,1,"CH","2020-05-12 23:39:13"
9793,"107-1_60110920_04",1267,1,"CH","2020-05-12 23:39:13"
9794,"107-1_60110920_05",53,4,"CH","2020-05-12 23:39:13"
9795,"107-1_60110920_05",68,1,"CH","2020-05-12 23:39:13"
9796,"107-1_60110920_05",103,1,"CH","2020-05-12 23:39:13"
9797,"107-1_60110920_05",107,4,"CH","2020-05-12 23:39:13"
9798,"107-1_60110920_05",124,4,"CH","2020-05-12 23:39:13"
9799,"107-1_60110920_05",547,1,"CH","2020-05-12 23:39:13"
9800,"107-1_60110920_05",567,1,"CH","2020-05-12 23:39:13"
9801,"107-1_60110920_05",588,1,"CH","2020-05-12 23:39:13"
9802,"107-1_60110920_05",719,1,"CH","2020-05-12 23:39:13"
9803,"107-1_60110920_05",946,1,"CH","2020-05-12 23:39:13"
9804,"107-1_60110920_05",952,1,"CH","2020-05-12 23:39:13"
9805,"107-1_60110920_05",1057,1,"CH","2020-05-12 23:39:13"
9806,"107-1_60110920_05",1233,1,"CH","2020-05-12 23:39:13"
9807,"107-1_60110920_05",1267,4,"CH","2020-05-12 23:39:13"
9808,"107-1_60110920_05",1268,1,"CH","2020-05-12 23:39:13"
9809,"107-1_60110920_05",1272,1,"CH","2020-05-12 23:39:13"
9810,"107-1_60110920_05",1319,1,"CH","2020-05-12 23:39:13"
9811,"107-1_60110920_06",53,2,"CH","2020-05-12 23:39:13"
9812,"107-1_60110920_06",107,1,"CH","2020-05-12 23:39:13"
9813,"107-1_60110920_06",124,2,"CH","2020-05-12 23:39:13"
9814,"107-1_60110920_06",922,1,"CH","2020-05-12 23:39:13"
9815,"107-1_60110920_06",1267,1,"CH","2020-05-12 23:39:13"
9816,"107-1_60110920_07",58,3,"CH","2020-05-12 23:39:13"
9817,"107-1_60110920_07",186,2,"CH","2020-05-12 23:39:13"
9818,"107-1_60110920_07",399,10,"CH","2020-05-12 23:39:13"
9819,"107-1_60110920_07",410,2,"CH","2020-05-12 23:39:13"
9820,"107-1_60110920_07",458,3,"CH","2020-05-12 23:39:13"
9821,"107-1_60110920_07",755,2,"CH","2020-05-12 23:39:13"
9822,"107-1_60110920_07",803,10,"CH","2020-05-12 23:39:13"
9823,"107-1_60110920_07",826,1,"CH","2020-05-12 23:39:13"
9824,"107-1_60110920_07",844,1,"CH","2020-05-12 23:39:13"
9825,"107-1_60110920_07",932,10,"CH","2020-05-12 23:39:13"
9826,"107-1_60110920_07",934,2,"CH","2020-05-12 23:39:13"
9827,"107-1_60110920_07",1130,1,"CH","2020-05-12 23:39:13"
9828,"107-1_60110920_07",1183,1,"CH","2020-05-12 23:39:13"
9829,"107-1_60110920_07",1201,3,"CH","2020-05-12 23:39:13"
9830,"107-1_60110920_07",1233,1,"CH","2020-05-12 23:39:13"
9831,"107-1_60110920_07",1251,20,"CH","2020-05-12 23:39:13"
9832,"107-1_60120020_01",922,1,"CH","2020-05-12 23:39:13"
9833,"107-1_60130200",65,1,"CH","2020-05-12 23:39:13"
9834,"107-1_60130200",1261,1,"CH","2020-05-12 23:39:13"
9835,"107-1_60130310",65,2,"CH","2020-05-12 23:39:13"
9836,"107-1_60130310",68,1,"CH","2020-05-12 23:39:13"
9837,"107-1_60130310",335,2,"CH","2020-05-12 23:39:13"
9838,"107-1_60130310",649,2,"CH","2020-05-12 23:39:13"
9839,"107-1_60130310",952,1,"CH","2020-05-12 23:39:13"
9840,"107-1_60133700",134,1,"CH","2020-05-12 23:39:13"
9841,"107-1_60140000",120,1,"CH","2020-05-12 23:39:13"
9842,"107-1_60140000",399,3,"CH","2020-05-12 23:39:13"
9843,"107-1_60140000",648,1,"CH","2020-05-12 23:39:13"
9844,"107-1_60140000",654,1,"CH","2020-05-12 23:39:13"
9845,"107-1_60140000",681,1,"CH","2020-05-12 23:39:13"
9846,"107-1_60140000",803,3,"CH","2020-05-12 23:39:13"
9847,"107-1_60140000",902,1,"CH","2020-05-12 23:39:13"
9848,"107-1_60140000",932,3,"CH","2020-05-12 23:39:13"
9849,"107-1_60140000",1261,2,"CH","2020-05-12 23:39:13"
9850,"107-1_60149501_08",654,2,"CH","2020-05-12 23:39:13"
9851,"107-1_60149501_21",654,2,"CH","2020-05-12 23:39:13"
9852,"107-1_60149810_01",649,1,"CH","2020-05-12 23:39:13"
9853,"107-1_60149810_01",654,2,"CH","2020-05-12 23:39:13"
9854,"107-1_60149810_01",1261,3,"CH","2020-05-12 23:39:13"
9855,"107-1_60149810_02",649,1,"CH","2020-05-12 23:39:13"
9856,"107-1_60149810_02",654,2,"CH","2020-05-12 23:39:13"
9857,"107-1_60149810_02",1261,3,"CH","2020-05-12 23:39:13"
9858,"107-1_60149810_03",649,1,"CH","2020-05-12 23:39:13"
9859,"107-1_60149810_03",654,2,"CH","2020-05-12 23:39:13"
9860,"107-1_60149810_03",1261,3,"CH","2020-05-12 23:39:13"
9861,"107-1_60149810_04",649,1,"CH","2020-05-12 23:39:13"
9862,"107-1_60149810_04",654,2,"CH","2020-05-12 23:39:13"
9863,"107-1_60149810_04",1261,3,"CH","2020-05-12 23:39:13"
9864,"107-1_60149810_05",649,1,"CH","2020-05-12 23:39:13"
9865,"107-1_60149810_05",654,2,"CH","2020-05-12 23:39:13"
9866,"107-1_60149810_05",1261,3,"CH","2020-05-12 23:39:13"
9867,"107-1_60149810_06",649,1,"CH","2020-05-12 23:39:13"
9868,"107-1_60149810_06",654,2,"CH","2020-05-12 23:39:13"
9869,"107-1_60149810_06",1261,3,"CH","2020-05-12 23:39:13"
9870,"107-1_60149810_07",649,1,"CH","2020-05-12 23:39:13"
9871,"107-1_60149810_07",654,2,"CH","2020-05-12 23:39:13"
9872,"107-1_60149810_07",1261,3,"CH","2020-05-12 23:39:13"
9873,"107-1_60149810_08",654,3,"CH","2020-05-12 23:39:13"
9874,"107-1_60149810_09",649,1,"CH","2020-05-12 23:39:13"
9875,"107-1_60149810_09",654,2,"CH","2020-05-12 23:39:13"
9876,"107-1_60149810_09",1261,3,"CH","2020-05-12 23:39:13"
9877,"107-1_60149810_10",654,1,"CH","2020-05-12 23:39:13"
9878,"107-1_60149810_11",654,1,"CH","2020-05-12 23:39:13"
9879,"107-1_60149810_12",654,1,"CH","2020-05-12 23:39:13"
9880,"107-1_60149810_13",654,1,"CH","2020-05-12 23:39:13"
9881,"107-1_60149810_14",53,1,"CH","2020-05-12 23:39:13"
9882,"107-1_60149810_14",124,1,"CH","2020-05-12 23:39:13"
9883,"107-1_60149810_14",648,1,"CH","2020-05-12 23:39:13"
9884,"107-1_60149810_14",649,1,"CH","2020-05-12 23:39:13"
9885,"107-1_60149810_14",654,2,"CH","2020-05-12 23:39:13"
9886,"107-1_60149810_14",953,1,"CH","2020-05-12 23:39:13"
9887,"107-1_60149810_15",654,1,"CH","2020-05-12 23:39:13"
9888,"107-1_60149810_16",654,1,"CH","2020-05-12 23:39:13"
9889,"107-1_60149810_17",654,1,"CH","2020-05-12 23:39:13"
9890,"107-1_60149810_18",654,1,"CH","2020-05-12 23:39:13"
9891,"107-1_60149810_19",654,1,"CH","2020-05-12 23:39:13"
9892,"107-1_60149810_20",654,1,"CH","2020-05-12 23:39:13"
9893,"107-1_60149810_21",648,1,"CH","2020-05-12 23:39:13"
9894,"107-1_60149810_21",654,3,"CH","2020-05-12 23:39:13"
9895,"107-1_60200110",840,1,"CH","2020-05-12 23:39:13"
9896,"107-1_60200220",277,2,"CH","2020-05-12 23:39:13"
9897,"107-1_60200220",648,1,"CH","2020-05-12 23:39:13"
9898,"107-1_60200220",760,2,"CH","2020-05-12 23:39:13"
9899,"107-1_60200220",1377,2,"CH","2020-05-12 23:39:13"
9900,"107-1_60200330",296,1,"CH","2020-05-12 23:39:13"
9901,"107-1_60210800",7,1,"CH","2020-05-12 23:39:13"
9902,"107-1_60210800",47,5,"CH","2020-05-12 23:39:13"
9903,"107-1_60210800",53,15,"CH","2020-05-12 23:39:13"
9904,"107-1_60210800",61,1,"CH","2020-05-12 23:39:13"
9905,"107-1_60210800",124,15,"CH","2020-05-12 23:39:13"
9906,"107-1_60210800",389,1,"CH","2020-05-12 23:39:13"
9907,"107-1_60210800",399,10,"CH","2020-05-12 23:39:13"
9908,"107-1_60210800",425,1,"CH","2020-05-12 23:39:13"
9909,"107-1_60210800",427,1,"CH","2020-05-12 23:39:13"
9910,"107-1_60210800",432,1,"CH","2020-05-12 23:39:13"
9911,"107-1_60210800",472,1,"CH","2020-05-12 23:39:13"
9912,"107-1_60210800",565,1,"CH","2020-05-12 23:39:13"
9913,"107-1_60210800",581,1,"CH","2020-05-12 23:39:13"
9914,"107-1_60210800",649,2,"CH","2020-05-12 23:39:13"
9915,"107-1_60210800",652,1,"CH","2020-05-12 23:39:13"
9916,"107-1_60210800",654,7,"CH","2020-05-12 23:39:13"
9917,"107-1_60210800",698,1,"CH","2020-05-12 23:39:13"
9918,"107-1_60210800",742,1,"CH","2020-05-12 23:39:13"
9919,"107-1_60210800",776,1,"CH","2020-05-12 23:39:13"
9920,"107-1_60210800",803,10,"CH","2020-05-12 23:39:13"
9921,"107-1_60210800",815,1,"CH","2020-05-12 23:39:13"
9922,"107-1_60210800",824,1,"CH","2020-05-12 23:39:13"
9923,"107-1_60210800",832,1,"CH","2020-05-12 23:39:13"
9924,"107-1_60210800",932,10,"CH","2020-05-12 23:39:13"
9925,"107-1_60210800",943,1,"CH","2020-05-12 23:39:13"
9926,"107-1_60210800",1049,1,"CH","2020-05-12 23:39:13"
9927,"107-1_60210800",1192,1,"CH","2020-05-12 23:39:13"
9928,"107-1_60210800",1387,1,"CH","2020-05-12 23:39:13"
9929,"107-1_60210800",1420,1,"CH","2020-05-12 23:39:13"
9930,"107-1_60222900",53,8,"CH","2020-05-12 23:39:13"
9931,"107-1_60222900",124,8,"CH","2020-05-12 23:39:13"
9932,"107-1_60222900",654,2,"CH","2020-05-12 23:39:13"
9933,"107-1_60225130",290,1,"CH","2020-05-12 23:39:13"
9934,"107-1_60225130",547,1,"CH","2020-05-12 23:39:13"
9935,"107-1_60225140",290,1,"CH","2020-05-12 23:39:13"
9936,"107-1_60225140",547,1,"CH","2020-05-12 23:39:13"
9937,"107-1_60231400",654,1,"CH","2020-05-12 23:39:13"
9938,"107-1_60231400",1192,8,"CH","2020-05-12 23:39:13"
9939,"107-1_60241710_01",53,1,"CH","2020-05-12 23:39:13"
9940,"107-1_60241710_01",124,1,"CH","2020-05-12 23:39:13"
9941,"107-1_60241710_01",654,4,"CH","2020-05-12 23:39:13"
9942,"107-1_60241710_02",53,1,"CH","2020-05-12 23:39:13"
9943,"107-1_60241710_02",124,1,"CH","2020-05-12 23:39:13"
9944,"107-1_60241710_02",654,4,"CH","2020-05-12 23:39:13"
9945,"107-1_60241710_04",53,1,"CH","2020-05-12 23:39:13"
9946,"107-1_60241710_04",124,1,"CH","2020-05-12 23:39:13"
9947,"107-1_60241710_04",654,4,"CH","2020-05-12 23:39:13"
9948,"107-1_60241710_05",53,1,"CH","2020-05-12 23:39:13"
9949,"107-1_60241710_05",124,1,"CH","2020-05-12 23:39:13"
9950,"107-1_60241710_05",654,4,"CH","2020-05-12 23:39:13"
9951,"107-1_60241710_07",53,1,"CH","2020-05-12 23:39:13"
9952,"107-1_60241710_07",124,1,"CH","2020-05-12 23:39:13"
9953,"107-1_60241710_07",654,4,"CH","2020-05-12 23:39:13"
9954,"107-1_60241710_10",53,1,"CH","2020-05-12 23:39:13"
9955,"107-1_60241710_10",124,1,"CH","2020-05-12 23:39:13"
9956,"107-1_60241710_10",654,4,"CH","2020-05-12 23:39:13"
9957,"107-1_60241710_11",53,1,"CH","2020-05-12 23:39:13"
9958,"107-1_60241710_11",124,1,"CH","2020-05-12 23:39:13"
9959,"107-1_60241710_11",654,4,"CH","2020-05-12 23:39:13"
9960,"107-1_60241710_12",53,1,"CH","2020-05-12 23:39:13"
9961,"107-1_60241710_12",124,1,"CH","2020-05-12 23:39:13"
9962,"107-1_60241710_12",654,4,"CH","2020-05-12 23:39:13"
9963,"107-1_60241710_13",53,1,"CH","2020-05-12 23:39:13"
9964,"107-1_60241710_13",124,1,"CH","2020-05-12 23:39:13"
9965,"107-1_60241710_13",654,4,"CH","2020-05-12 23:39:13"
9966,"107-1_60241710_16",53,1,"CH","2020-05-12 23:39:13"
9967,"107-1_60241710_16",124,1,"CH","2020-05-12 23:39:13"
9968,"107-1_60241710_16",654,4,"CH","2020-05-12 23:39:13"
9969,"107-1_60241710_17",53,1,"CH","2020-05-12 23:39:13"
9970,"107-1_60241710_17",124,1,"CH","2020-05-12 23:39:13"
9971,"107-1_60241710_17",654,4,"CH","2020-05-12 23:39:13"
9972,"107-1_60241710_18",53,1,"CH","2020-05-12 23:39:13"
9973,"107-1_60241710_18",124,1,"CH","2020-05-12 23:39:13"
9974,"107-1_60241710_18",654,4,"CH","2020-05-12 23:39:13"
9975,"107-1_60241710_20",53,1,"CH","2020-05-12 23:39:13"
9976,"107-1_60241710_20",124,1,"CH","2020-05-12 23:39:13"
9977,"107-1_60241710_20",654,4,"CH","2020-05-12 23:39:13"
9978,"107-1_60241710_21",53,1,"CH","2020-05-12 23:39:13"
9979,"107-1_60241710_21",124,1,"CH","2020-05-12 23:39:13"
9980,"107-1_60241710_21",654,4,"CH","2020-05-12 23:39:13"
9981,"107-1_60241710_22",53,1,"CH","2020-05-12 23:39:13"
9982,"107-1_60241710_22",124,1,"CH","2020-05-12 23:39:13"
9983,"107-1_60241710_22",654,4,"CH","2020-05-12 23:39:13"
9984,"107-1_60241710_23",53,1,"CH","2020-05-12 23:39:13"
9985,"107-1_60241710_23",124,1,"CH","2020-05-12 23:39:13"
9986,"107-1_60241710_23",654,4,"CH","2020-05-12 23:39:13"
9987,"107-1_60241710_24",53,1,"CH","2020-05-12 23:39:13"
9988,"107-1_60241710_24",124,1,"CH","2020-05-12 23:39:13"
9989,"107-1_60241710_24",654,4,"CH","2020-05-12 23:39:13"
9990,"107-1_60241710_27",53,1,"CH","2020-05-12 23:39:13"
9991,"107-1_60241710_27",124,1,"CH","2020-05-12 23:39:13"
9992,"107-1_60241710_27",654,3,"CH","2020-05-12 23:39:13"
9993,"107-1_60310600",53,2,"CH","2020-05-12 23:39:13"
9994,"107-1_60310600",124,2,"CH","2020-05-12 23:39:13"
9995,"107-1_60310600",161,1,"CH","2020-05-12 23:39:13"
9996,"107-1_60310600",186,1,"CH","2020-05-12 23:39:13"
9997,"107-1_60310600",265,1,"CH","2020-05-12 23:39:13"
9998,"107-1_60310600",309,1,"CH","2020-05-12 23:39:13"
9999,"107-1_60310600",384,1,"CH","2020-05-12 23:39:13"
10000,"107-1_60310600",581,12,"CH","2020-05-12 23:39:13"
10001,"107-1_60310600",589,1,"CH","2020-05-12 23:39:13"
10002,"107-1_60310600",648,2,"CH","2020-05-12 23:39:13"
10003,"107-1_60310600",652,12,"CH","2020-05-12 23:39:13"
10004,"107-1_60310600",700,1,"CH","2020-05-12 23:39:13"
10005,"107-1_60310600",742,12,"CH","2020-05-12 23:39:13"
10006,"107-1_60310600",755,1,"CH","2020-05-12 23:39:13"
10007,"107-1_60310600",1278,1,"CH","2020-05-12 23:39:13"
10008,"107-1_60321100_01",53,1,"CH","2020-05-12 23:39:13"
10009,"107-1_60321100_01",58,1,"CH","2020-05-12 23:39:13"
10010,"107-1_60321100_01",107,1,"CH","2020-05-12 23:39:13"
10011,"107-1_60321100_01",124,1,"CH","2020-05-12 23:39:13"
10012,"107-1_60321100_01",399,5,"CH","2020-05-12 23:39:13"
10013,"107-1_60321100_01",432,1,"CH","2020-05-12 23:39:13"
10014,"107-1_60321100_01",472,1,"CH","2020-05-12 23:39:13"
10015,"107-1_60321100_01",698,1,"CH","2020-05-12 23:39:13"
10016,"107-1_60321100_01",803,5,"CH","2020-05-12 23:39:13"
10017,"107-1_60321100_01",824,1,"CH","2020-05-12 23:39:13"
10018,"107-1_60321100_01",932,5,"CH","2020-05-12 23:39:13"
10019,"107-1_60321100_01",1049,1,"CH","2020-05-12 23:39:13"
10020,"107-1_60321100_01",1093,1,"CH","2020-05-12 23:39:13"
10021,"107-1_60321100_01",1192,17,"CH","2020-05-12 23:39:13"
10022,"107-1_60321100_01",1201,1,"CH","2020-05-12 23:39:13"
10023,"107-1_60321100_01",1261,1,"CH","2020-05-12 23:39:13"
10024,"107-1_60321100_01",1267,1,"CH","2020-05-12 23:39:13"
10025,"107-1_60321100_02",53,1,"CH","2020-05-12 23:39:13"
10026,"107-1_60321100_02",58,1,"CH","2020-05-12 23:39:13"
10027,"107-1_60321100_02",107,2,"CH","2020-05-12 23:39:13"
10028,"107-1_60321100_02",124,1,"CH","2020-05-12 23:39:13"
10029,"107-1_60321100_02",399,5,"CH","2020-05-12 23:39:13"
10030,"107-1_60321100_02",432,1,"CH","2020-05-12 23:39:13"
10031,"107-1_60321100_02",472,1,"CH","2020-05-12 23:39:13"
10032,"107-1_60321100_02",698,1,"CH","2020-05-12 23:39:13"
10033,"107-1_60321100_02",803,5,"CH","2020-05-12 23:39:13"
10034,"107-1_60321100_02",824,1,"CH","2020-05-12 23:39:13"
10035,"107-1_60321100_02",932,5,"CH","2020-05-12 23:39:13"
10036,"107-1_60321100_02",1049,1,"CH","2020-05-12 23:39:13"
10037,"107-1_60321100_02",1093,1,"CH","2020-05-12 23:39:13"
10038,"107-1_60321100_02",1192,17,"CH","2020-05-12 23:39:13"
10039,"107-1_60321100_02",1201,1,"CH","2020-05-12 23:39:13"
10040,"107-1_60321100_02",1261,1,"CH","2020-05-12 23:39:13"
10041,"107-1_60321100_02",1267,2,"CH","2020-05-12 23:39:13"
10042,"107-1_60321200_01",399,3,"CH","2020-05-12 23:39:13"
10043,"107-1_60321200_01",803,3,"CH","2020-05-12 23:39:13"
10044,"107-1_60321200_01",932,3,"CH","2020-05-12 23:39:13"
10045,"107-1_60321200_01",1192,14,"CH","2020-05-12 23:39:13"
10046,"107-1_60321200_02",399,3,"CH","2020-05-12 23:39:13"
10047,"107-1_60321200_02",803,3,"CH","2020-05-12 23:39:13"
10048,"107-1_60321200_02",932,3,"CH","2020-05-12 23:39:13"
10049,"107-1_60321200_02",1192,14,"CH","2020-05-12 23:39:13"
10050,"107-1_60321200_03",399,3,"CH","2020-05-12 23:39:13"
10051,"107-1_60321200_03",803,3,"CH","2020-05-12 23:39:13"
10052,"107-1_60321200_03",932,3,"CH","2020-05-12 23:39:13"
10053,"107-1_60321200_03",1192,14,"CH","2020-05-12 23:39:13"
10054,"107-1_60321200_04",399,3,"CH","2020-05-12 23:39:13"
10055,"107-1_60321200_04",803,3,"CH","2020-05-12 23:39:13"
10056,"107-1_60321200_04",932,3,"CH","2020-05-12 23:39:13"
10057,"107-1_60321200_04",1192,14,"CH","2020-05-12 23:39:13"
10058,"107-1_60331000",120,1,"CH","2020-05-12 23:39:13"
10059,"107-1_60331000",136,1,"CH","2020-05-12 23:39:13"
10060,"107-1_60331000",432,1,"CH","2020-05-12 23:39:13"
10061,"107-1_60331000",824,1,"CH","2020-05-12 23:39:13"
10062,"107-1_60331000",926,1,"CH","2020-05-12 23:39:13"
10063,"107-1_60331000",1049,1,"CH","2020-05-12 23:39:13"
10064,"107-1_60331000",1192,2,"CH","2020-05-12 23:39:13"
10065,"107-1_60331000",1193,1,"CH","2020-05-12 23:39:13"
10066,"107-1_60331000",1261,1,"CH","2020-05-12 23:39:13"
10067,"107-1_60331200_01",432,1,"CH","2020-05-12 23:39:13"
10068,"107-1_60331200_01",535,1,"CH","2020-05-12 23:39:13"
10069,"107-1_60331200_01",654,1,"CH","2020-05-12 23:39:13"
10070,"107-1_60331200_01",824,1,"CH","2020-05-12 23:39:13"
10071,"107-1_60331200_01",1049,1,"CH","2020-05-12 23:39:13"
10072,"107-1_60331200_01",1094,1,"CH","2020-05-12 23:39:13"
10073,"107-1_60331200_01",1192,19,"CH","2020-05-12 23:39:13"
10074,"107-1_60331200_02",432,1,"CH","2020-05-12 23:39:13"
10075,"107-1_60331200_02",535,1,"CH","2020-05-12 23:39:13"
